,tweets_VERB
243,Quieren escuchar un cuento conspiranoico? Desde q salió el virus del Zika se prohibió vender y utilizar  mosquitos estériles  Xq será?
244,Estudian comportamiento de mosquitos para combatir el zika https://t.co/jl1JRZ1gok
245,Controlar a los mosquitos para detener el virus del Zika https://t.co/0Qse58mitf https://t.co/WAwazKfL9i
246,Buscan esterilizar con radiación a mosquito transmisor del zika https://t.co/G2PJZRRVGe
247,Seretaría de Salud dotará a embarazadas de repelente de moscos para protegerlas del Zika https://t.co/kilo99KQou  #Noticias
248,Conoce las medidas para prevenir la reproducción de mosquito transmisor #Dengue #Chikungunya #Zika . @MPPSalud_Vzla https://t.co/cQikSLjhHj
249,"Recuerda las siguientes recomendaciones para protegerte de Chikungunya, Dengue y Zika | #FenómenoElNiñoEc https://t.co/LDa8kU338a"
250,"Evita picaduras de mosquitos, usa repelente de insectos. Puedes prevenir el #ZIKA https://t.co/mAHQBGG0wf https://t.co/Osr0m0DfHY"
251,Esterilizan con radiación a mosquitos para erradicar el zika https://t.co/xyb5q0tteW
252,Buscan esterilizar con radiación a mosquito transmisor del zika https://t.co/TUW7MiE5BP vía @elcomercio
253,Poner limones pinchados con clavitos de olor en el cuarto ayuda anti mosquitos zika  https://t.co/1mVchFbTr1 #SISEC https://t.co/FQUM6TJs0z
254,"Salí un minuto afuera y me comieron todos los mosquitos, tengo zika, fiebre amarilla, el mal de chagas.. Y me quedan dos minutos de vida"
255,Aleja a esta y toda clase de mosquitos y prevén #Chikungunya #zika https://t.co/0Ly4PNPFIg https://t.co/ooaUZoqUm9 https://t.co/ZCgDuNeAA5
256,Usa repelentes para protegerte de #zika #Chikungunya #Dengue  https://t.co/0Ly4PNPFIg https://t.co/0Am3YxVwS1 https://t.co/TNLz4pVeuK
257,"Creo que me píco el dengue, el zica y un mosquito con sida"
258,"Pican, pican los mosquitos: un enemigo llamado zika https://t.co/Hu3rUzL1Mp vía @InformantesTV"
259,"Evita zika, dengue y chikungunya: usa ropa manga larga y de colores claros. Al mosquito ni agua. Es un mensaje del MPPS, OPS y UNICEF"
260,Recuerda cambiar el agua de los floreros cada dos días para evitar la incubación de los mosquitos que causan el #Zika
261,Apareció una nueva enfermedad por picadura de mosquito... Zika Estos virus se actualizan más que los productos Apple
262,Aplícate algún repelente contra insectos. ¡Protégete contra el mosquito que provoca #Dengue #Chikungunya y #Zika! https://t.co/RrqK11jDBu
263,"Eliminando y controlando los criaderos de mosquito Ae. aegypti disminuye las posibilidades de transmisión del Zika, chikungunya y dengue"
264,"Eliminando el mosquito transmisor del dengue, chikungunya y zika podemos reducir el riesgo de infección:   https://t.co/L3hloV3mZf"
265,"Protegerte del virus de #Zika está en tus manos, sigue las siguientes recomendaciones: https://t.co/uaQrnuic59"
266,"Capacitan a estudiantes para combatir al mosquito del dengue, chikungunya y #zika https://t.co/qrDufTEn9x https://t.co/jUcqBBNjSY"
267,#RT Controlar a los mosquitos para detener el virus del Zika https://t.co/fDqJaY0fCL
268,Buscan 'fabricar' mosquitos con genes editados para luchar contra el Zika https://t.co/J7ATUaMOJl :Auto pickup by wikyou
269,"@fede_bandini1 no es un tema de alarma (q sí, xq el chukungaya y zika son x mismo mosquito, xq tenemos cruzados DEN1 y4 q dan gravedad), es"
270,Distribuyen biolarvicidas en 6 regiones para erradicar al mosquito transmisor del zika https://t.co/XZB3JhW0m9
271,maté un mosquito en la pared blanca si no me mata el zika me mata mi mamá
272,"Controlar la población de mosquitos, la clave para parar el #zika. https://t.co/7JPWlNbySu dicen @grazianodasilva y #MargaretChan"
273,Sospecho que me picó un mosquito del dengue o zika o algo 😭
274,Proponen infectar mosquitos con una bacteria resistente al zika https://t.co/SF1xTxvLAX https://t.co/wdS2KLfNW0
275,"Capacitan a estudiantes para combatir al mosquito del dengue, chikungunya y #zika https://t.co/qrDufTEn9x https://t.co/2vwptmxhoW"
276,Controlar los mosquitos para detener el zika https://t.co/HOntzwHdpc vía @el_pais https://t.co/kozGZbpuAw
277,Buscan 'fabricar' mosquitos con genes editados para luchar contra el Zika https://t.co/BVaYjdkJuo :Auto pickup by wikyou
278,Conoce las medidas para prevenir la reproducción de mosquito transmisor #Dengue #Chikungunya #Zika . @MPPSalud_Vzla https://t.co/cQikSLjhHj
279,"Elimina los criaderos del mosquito que causa el dengue, chikungunya y zika https://t.co/UYTCiYpUDa"
280,Proponen infectar mosquitos con bacteria resistente al zika https://t.co/kQwFIGWzr7
281,#IvssComunicando El #Zika se transmite a través de la picadura de un mosquito infectado del género Aedes aegypti https://t.co/SSmnXyuy4m
282,"Pican, pican los mosquitos. Zika, un asesino eficiente.  https://t.co/ju2lxFfSOd"
283,#Cochabamba Instan a eliminar mosquito de #zika https://t.co/LC2BqKoc8G https://t.co/VHKuUGLH3G
284,Controlar los mosquitos para detener el #Zika https://t.co/4kdN8SY032 via @el_pais
285,"Utiliza manga larga, pantalón y repelente para evitar que el mosquito que transmite #Zika te pique #PrevenirEsVivir https://t.co/ookWL09kk0"
286,Estudian comportamiento de mosquitos para combatir el #zika https://t.co/fsmxC7otQx  #LoDeLaSemana https://t.co/sIr0xgM8zv
287,Evita el Zika eliminando los posibles criaderos de mosquitos y protegiéndote de picadas #MirandaPreventiva https://t.co/r5EYrMtWPU
288,"Elimina los criaderos del mosquito que causa el dengue, chikungunya y zika ¡Al mosquito ni agua! https://t.co/0uQk0Xmdfp"
289,"Eliminar los criaderos del mosquito aedes aegypti es compromiso de todos...declarale la guerra al zika, dengue y chikungunya."
290,Controlar los mosquitos para detener el #Zika https://t.co/Rw3IP63AKb via el_pais❤#Accion2015
291,Tomemos mayor conciencia para evitar q se propague la transmisión del ZIKA apoyando iniciativas para la eliminación d criaderos d mosquitos
292,Proponen infectar mosquitos con bacteria resistente al zika https://t.co/FwJFKr57il https://t.co/A5Eg5X3ikG
293,"Eliminando el mosquito transmisor del dengue, chikungunya y zika podemos reducir el riesgo de infección:   https://t.co/L3hloV3mZf"
294,Esterilizan con radiación a #mosquitos para erradicar el #zika -&gt;  https://t.co/awMEuMNWin https://t.co/JBq1eNbXRw
295,"Veo un mosquito y flayeo zika, dengue, me hago la enferma para que no me pique. Es normal ser así?"
296,#RT La guerra de la ciencia contra el mosquito del zika https://t.co/SXe4DI8Ohi
297,Aleja toda clase de mosquitos y reduce riesgo de #Chikungunya #zika https://t.co/0Ly4PNPFIg https://t.co/qgSktDsBKK https://t.co/xn8Cn8gJEo
298,Mantén lejos al mosquito de #zika #Chikungunya #dengue usando: https://t.co/0Ly4PNPFIg https://t.co/5joBj7duau https://t.co/p097SAGJ3z
299,ajajjjaj ver esto y pensar es el mosquito del zika chingurz XD ok C-MATA :3 #SuperCampInLatinAmerica https://t.co/X1RK8UOFI5
300,Esterilizan con radiación a mosquitos para erradicar el zika https://t.co/1eu2fOpS29
301,"Hablando de los mosquitos, me están matando. Me va a dar chikungunya, zika y dengue todos a la vez."
302,Modifican ADN de mosquitos propagadores del Zika https://t.co/IH2jRc1zFT
303,Proponen infectar mosquitos con una bacteria resistente al #Zika  https://t.co/a6wVF7ouCa https://t.co/xfRjXbcvs0
304,Crían mosquitos portadores del Zika para acabar con la enfermedad https://t.co/Q64fn2tJRk
305,Proponen infectar mosquitos con bacteria resistente al zika https://t.co/FwJFKr57il https://t.co/wUEh4OvhJA
306,Veo en TV FANB canal del ejército venezolano la teoría de que el Zika lo crearon los Rockefeller y no lo transmiten los mosquitos..increible
307,"Advierten a los turistas que viajen a #Brasil por la proliferación del virus zika, que es transmitido por mosquitos."
308,Conozca qué es el virus Zika y cómo se contagia: La infección por el virus Zika la transmiten mosquitos del gé... https://t.co/t9OQS2PCmC
309,Use mangas largas y pantalones largos para prevenir las picaduras por mosquitos transmisores de virus #Zika https://t.co/UwUSFgUdg1
310,"Advierten a turistas que viajen a Brasil por el virus zika, del mosquito aedes https://t.co/U0q1k2hNxI"
311,Recomiendan a quienes viajen a Brasil tomar medidas para evitar el virus Zika transmitido por el mosquito del dengue https://t.co/LqaPYQb229
312,Coloque mosquiteros en puertas y ventanas para prevenir las picaduras de mosquitos y transmisión de virus #Zika https://t.co/fcAR2bd39D
313,"Recuerda: el mosquito Aedes o patas blancas transmite dengue, chikungunya y zika ¡Evita las picaduras! https://t.co/0zo3lVd8BG"
314,Espero que el mosquito del Zika acepte no picar en zonas de ricos https://t.co/6n8O8Vbmas
315,"Elimine los criaderos del mosquito Aedes Aegypti - Sin Sarapicos no hay Dengue, Ni Chikungunya, Ni Zika #SaludBAQ https://t.co/A3Rh2RzH4e"
316,"Protégete del zika, el dengue y el chikungunya evitando la picadura del mosquito con medidas sencillas como esta https://t.co/JRwuOft427"
317,"Evita zika,dngue y chikungunya:Tapa los depósitos de agua,voltea recipientes vacíos y botellas.Al mosquito ni agua"
318,"Conoce como puedes protegerte y proteger a los tuyos, zika, dengue y chikungunya se contagian por mosquitos. https://t.co/pXoOiu5Jud"
319,.@xiomarajlara1 #IvssComunicando Mosquito #Zika es el mismo de la Chikungunya y Dengue https://t.co/CQ7XjROCST  https://t.co/mhwdWX2n1S
320,"Tengo tantas picaduras de mosquitos, que es un milagro que no me haya contagiado del Dengue o Zika."
321,Aleja al mosquito que transmite #zika #Chikungunya y #dengue https://t.co/0Ly4PNPFIg https://t.co/9CZYrBmSls https://t.co/HzIjgP9imT
322,Buscan esterilizar mosquito de zika https://t.co/T2c7AWM1L0
323,Buscan esterilizar mosquito de zika https://t.co/fcl6GY0mit
324,Crear Problema y ofrecer Solución - La OIEA propone Esterilizar Mosquitos para combatir el Zika https://t.co/9VczazZt6r
325,Buscan esterilizar mosquito de zika: El director del Organismo Internacional de Energía Atómica indicó que est... https://t.co/gAPRtxoI9z
326,Buscan esterilizar mosquito de zika https://t.co/P9rViuua5D
327,Buscan esterilizar mosquito de zika - Vía @reforma https://t.co/y7tQF8plJC
328,Descubre por qué pelean los mosquitos transmisores del zika y los mal afamados murciélagos https://t.co/hTc9il3xb6 https://t.co/9LInuwQJB4
329,Buscan esterilizar mosquito de zika: El director del Organismo Internacional de Energía A... https://t.co/cHzDHs7F8f Por @reformanacional
330,@giulujann los mosquitos no joden pican! Pero ojo cuidate por el dengue o el zika. Ah. Jajajajajaja
331,"Firman convenio en Estados Unidos para controlar mosquitos transmisores de Zika, Dengue y Chikungunya, dicen https://t.co/CyBoz468kV"
332,Buscan esterilizar mosquito de zika https://t.co/04vtklii10
333,"Entró un mosquito a mi pieza. Con esto del zika q escucho en el noticiero nosé si tengo q vestirme de verde,  de Raid o exiliar de mi casa"
334,"Afirman que los mosquitos que transmiten dengue, zika y chikungunya 'ya son resistentes a los químicos' -    #SantaFe #Urgente"
335,Buscan esterilizar mosquito de zika - El director del Organismo Internacional de Energía Atómica indica que est... https://t.co/bP2GVGbyCs
336,Buscan esterilizar mosquito de zika  https://t.co/RMsqV3BtLB
337,Buscan esterilizar mosquito de zika - El director del Organismo Internacional de Energía Atómica indica que est... https://t.co/5cmoYklmop
338,Vacunarán a mosquito del #Zika para evitar que propague la enfermedad https://t.co/yZBeljA1Nf https://t.co/yHfqG7VJQA
339,Prevenir y cuidar: cómo eliminar el mosquito del dengue y del zika https://t.co/MYfbKHhNZ3 by @Buenavibraes
340,Buscan esterilizar mosquito de zika - Vía @elnortecom https://t.co/78ejbXjXlf
341,Duermo con la persiana alta y Hola extraños Welcome chorros Y mosquitos  Dengue Zika  Pasen
342,Pinches mosquitos ya me dan mas miedo a que me vaya salir otra serpiente.  Dengue y Zika a la orden.
343,"Maté un mosquito con mis propias manos. Toma eso, zika."
344,Tengo miedo de que me piquen los mosquitos porq me van a contagiar zika igual ya me picaron así que si me pasa algo no se asusten
345,Buscan esterilizar mosquito de zika https://t.co/0qcynAmt5F
346,Buscan esterilizar mosquito de zika - Vía @elnortecom https://t.co/yMYhpVu6qY
347,"Eliminaron 1.400 criaderos de mosquitos: En el marco de lograr una “temporada libre” de dengue, zika y chikung... https://t.co/SUlpgydNTJ"
348,"Lograron traumarme con el zika, tanto que cuando un mosquito se me puso en el brazo me puse a llorar del miedo lpm doy pena"
349,#noticias Guerra al mosquito del zika https://t.co/fatcn4fjuu @diarionoticia10
350,"Eliminaron 1.400 criaderos de mosquitos: En el marco de lograr una “temporada libre” de dengue, zika y chikunguña, numerosas cuadrill..."
351,Planean esterilizar al mosquito transmisor del zika https://t.co/FLegfqzgJl
352,Planean esterilizar al mosquito transmisor del #Zika https://t.co/YmU4pXhEwQ #AedesAegypti #Dengue #Chikungunya https://t.co/SZmRdFLvPO
353,tengo mil picaduras de mosquito seguro teno el zika y no llego viva al estreno de animales fantasticos mejor me tomo un litro de cloro de 1
354,“Combatir el zika tratando solo de erradicar al mosquito no funcionará” https://t.co/MDbqwvrsla
355,Rociará #ReinoUnido aviones provenientes de #América por virus #Zika https://t.co/vB0UwAuo2P  https://t.co/b9nIJAGlbt
356,Protegerán al Papa del zika - El Universal
357,Protegerán al Papa del zika - El Universal https://t.co/qz1YoXu8PT #Venezuela #Info
358,“Combatir el zika tratando solo de erradicar al mosquito no funcionará” https://t.co/SsXWC6cKaY vía @el_pais
359,Protegerán al Papa del zika - El Universal
360,Buscan esterilizar mosquito de zika - Vía @reforma https://t.co/9C645i5atW
361,Tomando las medidas necesarias para prevenir el #Zika es una de las maneras para protegerte a ti y a tu familia. https://t.co/kVZJIHnILg
362,“Combatir el zika tratando solo de erradicar al mosquito no funcionará” https://t.co/ilYSkJYe3y via @el_pais
363,Conozca cuál es el mosquito que transmite el virus del #Zika---&gt; https://t.co/e2Fz7ax0TT @NoticiasCELAC @RCR750 @MartiTempranito
364,Protegerán al Papa del zika https://t.co/TAyTlnfLbt
365,Protegerán al Papa del zika https://t.co/xpb3foJMl1 https://t.co/2szsltJoCR
366,Tomando las medidas necesarias para prevenir el #Zika es una de las maneras para protegerte a ti y a tu familia. https://t.co/dJMF9nB3aL
367,“Combatir el zika tratando solo de erradicar al mosquito no funcionará” https://t.co/ciWUlhNjDn via @el_pais
368,Protegerán al Papa del zika | El Universal https://t.co/fGGYnLvoPC
369,Crece la preocupación por el #Zika : el mosquito es resistente a la fumigación #giraBSAS https://t.co/7YKkfzaM3S https://t.co/j4eSDQaU2L
370,Ver #VIDEO ¿Cuáles repelentes son adecuados para protegerte del Zika? #NoticiasSIN https://t.co/xMfHQbl9e1
371,“Combatir el zika tratando solo de erradicar al mosquito no funcionará” https://t.co/15LvtPIl9I vía el_pais
372,Protegerán al Papa del Zika en México https://t.co/Jcm6o4WDRI
373,“Combatir el zika tratando solo de erradicar al mosquito no funcionará” https://t.co/Wdrlow3Fof vía @el_pais
374,Advierten: los mosquitos se hacen resistentes a insecticidas #Dengue #Zika @sitioandinomza https://t.co/x9KIHYBe0c https://t.co/Lt95DMotSF
375,Vieron cuando pasan las noticias del dengue/zica y pasan videos de como el mosquito está picando... Yo si soy ese flaco le pego 5 manotazos!
376,Tomando las medidas necesarias para prevenir el #Zika es una de las maneras para protegerte a ti y a tu familia. https://t.co/sxDVDahNEa
377,"“Combatir el zika tratando solo de erradicar al mosquito no funcionará”. Alicia Ely Yamin, Harvard , @el_pais: https://t.co/8P1cUkvJ1V #zika"
378,Tomando las medidas necesarias para prevenir el #Zika es una de las maneras para protegerte a ti y a tu familia. https://t.co/CVbZCQNDB6
379,Difundamos los consejos que nos comparte la @OPSOMSMexico Evitemos criaderos de mosquitos #Zika #Chikungunya #Dengue https://t.co/L5ySRHGxH4
380,"Fumigar los mosquitos del Zika con Malatión: porque si no se muere de una cosa, se muere de otra."
381,“Combatir el zika tratando solo de erradicar al mosquito no funcionará” https://t.co/LKM5OSMvyU vía @el_pais
