,tweets_VBN
240,Trapped Florida mosquitoes found to contain Zika virus - After several mosquitoes were trapped and examined in ... https://t.co/ETsDWowo9V
241,Trapped Florida mosquitoes found to contain Zika virus Read Full : https://t.co/TKt01rsVNU https://t.co/lppLC2oBLC
242,Trapped Florida mosquitoes found to contain Zika virus - https://t.co/CqS0HNJncN #News https://t.co/kUzScIAouL
243,Trapped Florida mosquitoes found to contain Zika virus - After several mosquitoes were trapped and examined in ... https://t.co/YnuL3OMEbN
244,Trapped Florida mosquitoes found to contain Zika virus https://t.co/hULcUr0pNZ https://t.co/erxMR4n3pt via engadget
245,Trapped Florida mosquitoes found to contain Zika virus https://t.co/q5uXLKOtR5
246,Trapped Florida mosquitoes found to contain Zika virus https://t.co/NeYjIeTebS
247,Trapped Florida mosquitoes found to contain Zika virus https://t.co/hBsnXsiG0f via engadget #news #tech
248,Trapped Florida mosquitoes found to contain Zika virus - https://t.co/SG8Osk1yzs https://t.co/6blxzCEadF
249,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees: Officials in Dorchester County, S.C., neglected ... https://t.co/xYu1ObYyDX"
250,Trapped Florida mosquitoes found to contain Zika virus https://t.co/GvRKbE3Q7o
251,Trapped Florida mosquitoes found to contain Zika virus: After several mosquitoes were trapped and examined in... https://t.co/sRQlJa4jGK
252,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees: Officials in Dorchester County, S.C., neglected ... https://t.co/LgSVE9gdYM"
253,Trapped Florida mosquitoes found to contain Zika virus #gadgetnews #prototype #geek https://t.co/DU4o6OXgq6
254,Trapped Florida mosquitoes found to contain Zika virus https://t.co/BG3sF4pA72 #milpitas95035
255,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees: Officials in Dorchester County, S.C., neglected ... https://t.co/hwDHfp7z2q"
256,Trapped Florida mosquitoes found to contain Zika virus https://t.co/ItJ2VxAaWl #ZikaVirus
257,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees: Officials in Dorchester County, S.C., neglected ... https://t.co/zTWmbKNAqy"
258,Trapped Florida mosquitoes found to contain Zika virus: After several mosquitoes were trapped and examined in… https://t.co/x6ZYNIClM7
259,Trapped Florida mosquitoes found to contain Zika virus #tech https://t.co/7aquzK9VlC https://t.co/YYJM0dHtiV
260,Trapped Florida mosquitoes found to contain Zika virus https://t.co/KpeMH2VMej
261,Trapped Florida mosquitoes found to contain Zika virus - After several mosquitoes were trapped and examined in ... https://t.co/gRrEUTSjHE
262,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/SqXnBiqxnf"
263,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/cFiQHpnUuo"
264,Trapped Florida mosquitoes found to contain Zika virus https://t.co/LHYoeNTs2z
265,Trapped Florida mosquitoes found to contain Zika virus https://t.co/oe1i1mz7Jg
266,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees: Officials in Dorchester County, S.C., neglected ... https://t.co/HLnNIo7a3Z"
267,Trapped Florida mosquitoes found to contain Zika virus: After several mosquitoes were trapped and examined in... https://t.co/OfLmMXEZ8n
268,Trapped Florida mosquitoes found to contain Zika virus: After several mosquitoes were trapped and examined in... https://t.co/8sjmuE5gjl
269,Trapped Florida mosquitoes found to contain Zika virus: After several mosquitoes were trapped and examined in... https://t.co/YMuEVRilUJ
270,Trapped Florida mosquitoes found to contain Zika virus https://t.co/PtK8SyjURA #standwithahmed
271,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees: Officials in Dorchester County, S.C., neglected ... https://t.co/FGgMML24Vr"
272,Trapped Florida mosquitoes found to contain Zika virus https://t.co/Llu1rw0B0g
273,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/ziOXOnQTGI"
274,Trapped Florida mosquitoes found to contain Zika virus https://t.co/wNIIp2D6Qa https://t.co/9NIkFGbAjZ
275,Trapped Florida mosquitoes found to contain Zika virus https://t.co/uVu8t562qy #Technology #technews #puledo_tech_update
276,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/sonXsOI1ZE"
277,Trapped Florida mosquitoes found to contain Zika virus - https://t.co/YjEREoCtBY
278,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/HuiCvXKy5w"
279,Trapped Florida mosquitoes found to contain Zika virus After several mosquitoes were trapp… https://t.co/JH1j0ARn6f https://t.co/vGheHt0dcY
280,Trapped Florida mosquitoes found to contain Zika virus https://t.co/5xw85Xitw7 #webdesign
281,Trapped Florida mosquitoes found to contain Zika virus - After several mosquitoes were trapped and examined in ... https://t.co/yxtcCn50zE
282,Trapped Florida mosquitoes found to contain Zika virus https://t.co/uA8o8P2Ssq https://t.co/GHi6MgfQt8
283,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/WQbbc7xr5f #Beekeeping #pesticides"
284,Trapped Florida Mosquitoes Found to Contain Zika Virus https://t.co/QxR75wLBNE Infowars #News
285,"Aimed at Zika mosquitoes, spray kills millions of honeybees https://t.co/3Ci86sTupx"
286,Trapped Florida Mosquitoes Found to Contain Zika Virus https://t.co/qAOKUPXgD8
287,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees #SouthCarolina https://t.co/WZKQ5T3wrS"
288,Trapped Florida Mosquitoes Found to Contain Zika Virus https://t.co/b9Fc4HHQXV
289,Trapped Florida Mosquitoes Found to Contain Zika Virus - https://t.co/wLnsuSBzsA
290,Trapped Florida Mosquitoes Found to Contain Zika Virus https://t.co/5L88JEDO6S via @realalexjones BroughtToYouByRockefeller&amp;BillGates
291,Trapped Florida Mosquitoes Found to Contain Zika Virus - https://t.co/Yosr9UkJJ5 https://t.co/BA9MMMoRFY
292,Trapped Florida Mosquitoes Found to Contain Zika Virus - It seems the virus is spreading even further. The post... https://t.co/lbUuCwfbhy
293,Trapped Florida Mosquitoes Found to Contain Zika Virus: It seems the virus is spreading… https://t.co/sn3N0WoGxW https://t.co/sqFtvBLtPE
294,Trapped Florida Mosquitoes Found to Contain Zika Virus https://t.co/7bYvMWAL4a https://t.co/b7SwfXI6e0
295,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees (https://t.co/wXDC42kkSI) https://t.co/JKusyAcemY"
296,Trapped Florida Mosquitoes Found to Contain Zika Virus - It seems the virus is spreading even further. The post... https://t.co/KitqcQdKdK
297,Trapped Florida Mosquitoes Found to Contain Zika Virus https://t.co/QFZjSgoqGZ
298,Trapped Florida Mosquitoes Found to Contain Zika Virus https://t.co/peBkXVq847
299,Trapped Florida Mosquitoes Found to Contain Zika Virus: It seems the virus is spreading even further. The pos... https://t.co/vjEfpPZbsb
300,Trapped Florida mosquitoes found to contain Zika virus: After several mosquitoes were… https://t.co/wrZtER5IAA
301,Trapped Florida Mosquitoes Found to Contain Zika Virus https://t.co/AsA89XvEZX via @realalexjones #infowars
302,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees: https://t.co/no6L7aKH5p"
303,Retweeted Wall Street Journal (@WSJ):  Presence of Zika virus confirmed in Miami Beach mosquitoes... https://t.co/YM31jGtsM3
304,Trapped Florida mosquitoes found to contain Zika virus -  https://t.co/aR7qBglLT4 https://t.co/csYG4iHD6C
305,Retweeted CNN Breaking News (@cnnbrk):  First mosquitoes carrying the Zika virus in continental US identified in... https://t.co/gJIfdKddBI
306,Trapped Florida Mosquitoes Found to Contain Zika Virus: It seems the virus is spreading even further. The pos... https://t.co/h6bQrHPYmc
307,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/2wCM3sbDCL"
308,Trapped Florida Mosquitoes Found to Contain Zika Virus: It seems the virus is spreading even further. The pos... https://t.co/m6Wf6Jyw1s
309,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees, via @nytimes  https://t.co/8QofxBGcrX"
310,Trapped Florida Mosquitoes Found to Contain Zika Virus https://t.co/2rcgeroFiu
311,Trapped Florida Mosquitoes Found to Contain Zika Virus https://t.co/GMfunt8LFg
312,Trapped Florida Mosquitoes Found to Contain Zika Virus: It seems the virus is spreading ... https://t.co/PPxuWxzogy #infowars #alexjones
313,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/S7yguu8aGT"
314,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/k6HyIh99YB (@MichelleWTAE)"
315,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees - https://t.co/TQiTinIlu6 https://t.co/cMpMWdGXMA"
316,Unintended consequence of #ZikaVirus spraying: millions of honeybees killed https://t.co/erqV0h9Gqm @SonnyBeez https://t.co/e1JUc0gZgi
317,"Targeted at Zika Nasty flying bugs, Spray Kills Countless Honeybees – New You are able to Occasions https://t.co/vDNviJan9w"
318,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees - New York Times - DizzBee https://t.co/IXnDJXxqns #fb"
319,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees - New York Times https://t.co/wsgVNxWSoU"
320,"Aimed at #Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/H3vcU9rCpw Way to go, South Carolina! MILLIONS OF BEES KILLED!"
321,Trapped Florida Mosquitoes Found to Contain Zika Virus: It seems the virus is spreading even further. The pos... https://t.co/2u17JFDLwS
322,Trapped Florida Mosquitoes Found to Contain Zika Virus: It seems the virus is spreading even further. The pos... https://t.co/rQgDyYmxwM
323,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/0tNnjaLoqw"
324,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/A7HPNNOzwY"
325,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees: Officials in Dorchester County, S.C., neglected ... https://t.co/U49Ueb6HYb"
326,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/bO973xAPdD via @nytimes"
327,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees: Officials in Dorchester County, S.C., neglected ... https://t.co/35Wt3FmFXj"
328,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/5emKreLtrW"
329,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees: Officials in Dorchester County, S.C., neglected ... https://t.co/3LL43K8dyv"
330,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees, via @nytimes 😢🐝 https://t.co/mtKnGb9lKg"
331,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees - New York Times https://t.co/Gvz2sH0cjZ #zikavirus #zikv"
332,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/9hDVnzjQ1D #mediator"
333,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees: Officials in Dorchester County, S.C., neglected to warn all beekeepers o..."
334,Trapped Florida Mosquitoes Found to Contain Zika Virus https://t.co/BC9HQMTtIw #mcgnews https://t.co/DW2wCWE7ux
335,"Retweeted CNN (@CNN):  Zika spraying has killed millions of honeybees, beekeepers say https://t.co/1m64v3wD3X... https://t.co/ChkLcx0wc9"
336,"Retweeted CNN (@CNN):  Zika spraying has killed millions of honeybees, beekeepers say https://t.co/vvPDMptr7G... https://t.co/etJMkSjYnS"
337,Unintended consequence. 'Millions of bees dead after U.S. county releases aerial Zika spray https://t.co/x5O6WKLWAd https://t.co/IpUhdwaTll'
338,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees - https://t.co/n935OLLI55 https://t.co/ZQEvT8wrG5"
339,"Aimed at #Zika Mosquitoes, Spray Kills Millions of #Honeybees - The New York Times https://t.co/sJ4W96mp3b"
340,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees: Officials in Dorchester County, S.C., neglected ... https://t.co/6YJKvMJK5O"
341,Trapped Florida mosquitoes found to contain Zika virus https://t.co/uWhAhkUO6T via @engadget
342,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees, via @nytimes https://t.co/6JgyzMBg1b"
343,"Planned Parenthood Impasse Holding Up CR, Zika, Democrats Say https://t.co/o6aLls66Sb"
344,Retweeted Bobby Driver (@ViejoBartender):  Tempers flare as public protests spraying for #Zika mosquitoes in... https://t.co/k9mXozjHr9
345,Read This: 'What’s Worse: The Zika Virus or the Anti-Zika Spray?' https://t.co/6gmmdy88C8
346,Aimed at #Zika #Mosquitoes Spray #Kills Millions of #Honeybees  #pesticides #USA #zikavirus  https://t.co/9zJI7yO1z3 https://t.co/ApxIEM7i6B
347,Naled protesters confront Miami Beach officials at meeting; FL governor continues figh https://t.co/PXIwXpdB80 https://t.co/eJorB6rO2r
348,Trapped Florida mosquitoes found to contain Zika virus https://t.co/5f2auaGXyR
349,Worried about aerial spraying? Learn more about efforts to protect pregnant women from #Zika  https://t.co/vrtPyDWOer
350,Concerned about #Zika? Take these steps to protect yourself - https://t.co/JZQ2LTIHnq #MosquitoSeason https://t.co/42tuYm6VjN
351,"Worried about #Zika? Apply sunscreen first, then apply insect repellent with at least 50% DEET: https://t.co/t5yWjffWUi"
352,Explained: How #Zika could spread through #Texas... https://t.co/hhboXXciNF
353,Retweeted CBC Health News (@CBCHealth):  Zika outbreak: Miami-Dade releases 5 positive mosquito trap locations... https://t.co/F72aPOyffO
354,Retweeted Sac-Yolo Mosquito (@SYMVCD):  When will the risk for #Zika-carrying mosquitoes subside in the US?... https://t.co/Ul4X69FVAp
355,Documented case finds #Zika can be spread by physical contact. https://t.co/Udm8E0AtDX via @TheAtlantic
356,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/N0Vo12FdUj"
357,Treated bed nets shorten the lifespan even of mosquitoes that evolved resistance #zika https://t.co/NrXkcg88pX via @statnews
358,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/Jj3IiwOQQX @ajc"
359,Worried about getting #Zika? You’re not alone. @_melaevans &amp; @JenCalfas @WSJ say #Zika fears growing among US women https://t.co/35GCl93dpl
360,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/N0Vo12FdUj"
361,Crazed neo-Republican Gay Jews W/in-grown toe-nails &amp; crotch-rot fungus...w/a mosquito to two infected w/Zika... https://t.co/Yr7qrqOQth
362,Retweeted FDA Minority Health (@FDAOMH):  Did you travel over the weekend? Help prevent the spread of Zika after... https://t.co/2BGLCnn41t
363,Unintended Consequence: Blood Banks Could Feel The Squeeze From Zika Advisories  Enhancing mosquito control. Encou… https://t.co/n9gsl2rHc4
364,Concerned about the #Zika virus? Make sure you're protecting yourself from mosquitoes this summer:... https://t.co/fyozx6ysg6
365,Updated information on how to protect yourself from #Zika https://t.co/ubOK1kEL09 https://t.co/TkhqWqdAU9
366,Concerned about the #Zika virus? Make sure you’re protecting yourself from mosquitoes this summer: https://t.co/nEMDNDFfHl
367,Concerned about the #Zika virus? Make sure you’re protecting yourself from mosquitoes this summer: https://t.co/O8mTY1WSmO
368,"Worried about Zika, West Nile? Expert advice to prevent mosquito bites https://t.co/N0Vo12FdUj"
369,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/pZVC7ISgO7"
370,Trapped Florida mosquitoes found to contain Zika virus https://t.co/tkOfi3TSrD
371,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees - https://t.co/jHYb34fvJG https://t.co/zRQTHwLSVc"
372,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/ohTn7n5Pmn"
373,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/ip99cEAPal"
374,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/eTv1neQf8h. Idiots!"
375,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/Lb8nHDesVg"
376,"Naled, Pesticide Sprayed Over Wynwood to Fight Zika, Is Banned in Europe, May Also Harm Fetuses | Miami New Times https://t.co/Ai36lOOpRF"
377,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees in South Carolina https://t.co/qRQRexDxSI"
378,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/L4MDiH8gsa"
379,Retweeted Scientific American (@sciam):  Authorities say they have found over 150 Zika cases in Singapore... https://t.co/IZ47tYhFCm
380,"Retweeted Zika Virus Top News (@ZikaVirusTopNws):  No Apparent Zika Virus Spread at Rio Olympics, WHO Says - ABC... https://t.co/0Ve8DOq9OG"
381,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/pwr6NaJ824"
382,"Aimed at #Zika #Mosquitoes, #Spray #Kills #Millions of #Honeybees https://t.co/NHNgCqZ9qH #Devastating!"
383,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/iTmpVQ32DO #bees"
384,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/GKjvdTbDUe"
385,"Aimed at Zika mosquitoes, spray kills millions of honeybees https://t.co/lR8xwn5Qmn"
386,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/GpClh4uapu"
387,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/h5ZOPhrs7w"
388,Retweeted theSun (@theSundaily):  Stringent checks at Penang's entry points to prevent spread of Zika virus |... https://t.co/zFtjDEc8il
389,"Aimed at #Zika Mosquitoes, Spray Kills Millions of Honeybees on @nytimes https://t.co/8sjq6rNH0C https://t.co/ZMH7wRyTcg"
