,tweets_VBN
245,"Protect yourself from mosquito bites if you're travelling to an area w/ #ZikaVirus, https://t.co/bNz2E2tzW4 @CDCofBC #HealthLinkBC"
246,'Modified mosquitoes could end Zika crisis' - Times LIVE https://t.co/GQRR8MIbWk
247,'Modified mosquitoes could end Zika crisis' - Times LIVE https://t.co/1F0B4fqFch
248,'Modified mosquitoes could end Zika crisis' - Times LIVE https://t.co/KvtsaGjk87 https://t.co/2VSX1yO5hT
249,@anarchoshow geneticaly modifed mosquitos attack mosquito lava public no nothing to busy watching superbowl to ad up what this zika virus is
250,'Modified mosquitoes could end Zika crisis' https://t.co/uPq94EVbFL
251,'Modified mosquitoes could end Zika crisis' - Times LIVE https://t.co/OzY3gfdsF2 via @TimesLIVE
252,'Modified mosquitoes could end Zika crisis' via @OLUSEYIWILLY - https://t.co/nUWaOusWVp
253,'Modified mosquitoes could end Zika crisis' https://t.co/A2vpzF6Bjp https://t.co/RflWZ86i0O
254,'Modified mosquitoes could end Zika crisis' @UWFM88_106FM
255,'Modified mosquitoes could end Zika crisis' - Times LIVE https://t.co/LZJe8kMEgN via @TimesLIVE
256,Ecco a cosa la pubblicità su carta stampata... The mosquito of Zika you can’t beat with a slap. Water box fully... https://t.co/31trwsXqB5
257,Make your own all natural mosquito repellent #zika #holistichealth #herbalism https://t.co/saXS30N8vi
258,Updated map shows countries where the mosquito-borne Zika virus has spread in the Western Hemispherediv styleclear:bothpadding-top:0
259,"@TheRickHoweShow person, would that mosquito now have the zika to pass it to other people?"
260,Protect yourself from mosquito bites. https://t.co/WYODhoCcBB #zikavirus https://t.co/Bc05wppjD3
261,Protect yourself from #Zika  https://t.co/GwKTl8OrV2
262,"Retweeted Angela Grant, MD (@astronglady):  @WHO do not forgot the possible association with GM mosquitos #ZikaVirus"
263,Check out these protection tips from the @CDCgov for the #Zika virus. #health #safety https://t.co/Y0k9SUyWlp https://t.co/9faURR6Ll4
264,Protect yourself from mosquitoes causing #zika: An Infographic we created with @PurdueAg's Cate Hill @PurdueUnivNews https://t.co/YwLY1R8esQ
265,See how #cartoonists paint a disturbing picture on the #ZikaVirus #mosquitos @Olympics   https://t.co/kWaVLszZFg https://t.co/zJyulrB7a7
266,Feel the CRISPR! RT @mike_orcutt: We have the technology to destroy all Zika mosquitoes: https://t.co/HEZRXovdex
267,Worried about #ZikaVirus ? Good news! The mosquitoes that carry it can't live in Colorado.  See https://t.co/TjI9jSnDpa for details.
268,Do all you can to protect your loved ones from ZikV . #LatePost #Portmore #Jamaica https://t.co/kOsGFPs8ZB
269,Worried about #ZikaVirus? read our blog post &amp; learn how to stay protected! https://t.co/1Mlky0nFKL #ttot #travel #Latinamerica
270,Concerned about the #Zika virus? Follow these #CDC tips on how to protect yourself from #mosquitos https://t.co/K97G4qG4zi
271,Protect yourself from the Zika virus &amp; other mosquito-borne illnesses: https://t.co/MqJ1ROpIfs
272,follow  frederick_x5 Zika: Why can't we just kill all mosquitoes?: The mosquito was never going to win any popul...  follow  frederick_x5
273,Check the maps. Location of mosquito vectors indicates potential areas of Zika transmission.  https://t.co/48DqJNymYG
274,Use the $ to bring back DDT...it will wipe out the zika carrying mosquitoes immediately https://t.co/wjWCYUCLyt
275,Protect yourself from mosquito bites. Educate yourself about the #Zika Virus. MORE: https://t.co/Gjt82qxX7j https://t.co/MO1RBTev2S
276,Worried about the Zika virus and other mosquito-born viruses? The Vacation Gals dug in to find the information... https://t.co/sxV6ICc27V
277,Learn how to protect yourself from the Zika virus: https://t.co/Oo74CZzzZF #health #essentialoils #bepurely https://t.co/klXWuvTUVI
278,Check out Insect Repellent Pump Spray 6 Oz Protection From Bites Zika Dengue Mosquitoes  https://t.co/iND7oTtEBT via @eBay
279,"kill all the mosquitoes, i don't care  https://t.co/espY6ezeFP"
280,hoW THE FUCK DO I ALREADH HAVE A MISQUITO BITE FUCK GUYS I HAVE THE ZIKA VIRUS FUCK
281,Damned if you do/don't: Mosquito spraying vs. autism; not spraying vs. Zika? https://t.co/HyKamXHY7f via @phillyhealthsci
282,Do you get bit by mosquitos? Me too! This year US needs strong mosquito control measures as #Zika comes this summer https://t.co/nkKRDSfpG6
283,[A timely response does seem warranted] What makes the primary vector of Zika virus such a formidable mosquito?  https://t.co/uM2F8yWTJB
284,Protect the mind from fear mongering:  US reports first Zika death as FDA approves emergency test for virus https://t.co/lYtbORGRld
285,Concerned about Mosquitos and Zika? Turns out Cutter Lemon and Eucalyptus is pretty darn effective and without... https://t.co/ZlQZ4cLnN0
286,Wonder if those of us who missed Chik V will be first pickings for ZikV?? These mosquitoes tho! Ughhhh
287,Read the full articleConcerned that mosquitoes are spreading Zika throughout Miami-Dade County — and not just... https://t.co/sYgBHbKC7n
288,"Acquired more mosquito bites in the last three days than I did all summer. Prob have Zika now, good thing I don't want kids #itchesbrew"
289,Check out my latest post: First ‘Zika mosquito’ eggs found in UK https://t.co/eNdMoMg4pO https://t.co/eNdMoMg4pO
290,Check out the Latest from The Mosquito Defense Store New Zika Case In Florida - https://t.co/Uq442hOQyl
291,Concerned about mosquitoes carying the Zika virus near your home? Here's some info that will help you stay healthy. https://t.co/AqUX7vUayb
292,Protect Your Community. Fight against #ZikaVirus and vector-borne diseases.  https://t.co/6N7LnyCVaE https://t.co/jVJFwybu3n
293,Visit our raffle table and purchase a ticket! You can pick out an @Osanabar Mosquito Repellent Soap bar! Visit… https://t.co/MpOoTezRwC
294,Want a good read on the GMO mosquitoes potentially coming to an area in the Keys? #Zika @FiveThirtyEight's got you:… https://t.co/4SZdYVU3iS
295,Take just 2 teaspoons of 100% natural RepelZika and your entire body is protected from mosquitoes.   #RepelZika… https://t.co/WZkIwfO8Ll
296,"Retweeted Liz Szabo (@LizSzabo):  Zika virus found in Florida blood bank, mosquitoes https://t.co/8LC0vZb247 https://t.co/60zpG3bvWX"
297,Please RT? #moms #babies #parenting #dads Mosquitos have begun spreading Zika in the U.S. https://t.co/46yZ6eiBt1 https://t.co/xFAP2hsYe3
298,Check out the Latest from The Mosquito Defense Store New Zika Case In Florida - https://t.co/Uq442hOQyl
299,See how researchers at @NCState are using math to help battle mosquito-spread diseases like Zika https://t.co/4tOyVo9XzA
300,Spill it. Spray it. Help prevent the spread of Zika. https://t.co/nDGI660zXw https://t.co/vJ61tDCkiG
301,Worried about the #ZikaVirus? State and local governments are. #MosquitoControl View: https://t.co/dKo3i00O0b https://t.co/1CpZUHrxGi
302,"Retweeted March of Dimes (@MarchofDimes):  If you’ve been in a Zika-affected area, use bug spray/lotion for 3 wks... https://t.co/gtZJxpEQe1"
303,Have had this Zika mosquito on my lock screen this whole year...awareness or is that dark https://t.co/8YtXdJBfmg
304,Exposed! Florida Gov. Scott's Undisclosed Interest In 'Zika' Mosquito Co... https://t.co/a1PqMuVELw @cityofsib
305,Go 'Way Natural Insect Repellent🐜🚫 What's in your spray? #ZikaVirus  #zikachat  #HTNaturals  https://t.co/uQTAkEdCfw https://t.co/HaLZmjsBFF
306,Ask the experts: Protecting against Zika https://t.co/zoljxh0I6N https://t.co/Bv3KwhsL4r https://t.co/cXUAbrSeLO
307,Check out some tips to prevent #Zika infection #Health #Mosquitoes #Protection #RT https://t.co/qupAppw66s via @ibtimes_india
308,Read this and know how #spraying work.  #honeybees   #geoengineering  #chemicals  And what more is #damaged   Wakeup https://t.co/lT079l9ssJ
309,Check out the Latest from The Mosquito Defense Store New Zika Case In Florida - https://t.co/Uq442hOQyl
310,Remove any type of water-filled container that welcomes mosquito breed. Spray damp/hidden areas around the house before going to bed. #Zika
311,Retweeted Washington Post (@washingtonpost):  Millions of bees die after South Carolina sprays for Zika... https://t.co/1kVVEDJGPd
312,Get the most effective repellent for the best protection against Zika! #zika #repellents #singapore https://t.co/q9IFdDkHH5
313,Let's talk about science: Zika and mosquitoes https://t.co/hhR2vMuswk
314,"Let's all do our part to prevent mosquito breeding, to fight Zika &amp; dengue. – LHL https://t.co/FdsWsDsgHS https://t.co/1eWZO9b1GX"
315,Want to See Half the Federal Forces Fighting Zika  in Miami? It's These Two Mosquito Trappers https://t.co/Cf81DL5cEP with @CarolineYLChen
316,Protect your family from #Zika. https://t.co/BsNIpdoRmd
317,Protect yourself from Zika. They really are only at beginning stages of understanding what this virus is capable... https://t.co/dGlPCoLTkN
318,Protect yourself from Zika! https://t.co/A3LkRbrAhN
319,Let’s take a break from the Zika virus mosquito. Boom! https://t.co/XG864V3S53
320,make sure you pack bug spray with DEET and mosquito proof clothing 👌🏼 don't be coming back up here with zika lol https://t.co/wm7zSdSrNe
321,Retweeted UberFacts (@UberFacts):  A new study has found that female Aedes aegypti mosquitoes can pass the Zika virus to their offspring.
322,Do not allow UR local authority 2 spray 4 mosquitos! They will kill UR bees!!!! #Zika #ZikaHoax
323,"Found out on a #Zika article that mosquitoes are more attracted to type O blood than any other blood type, which explains a lot..."
324,Teach your kids that mosquito bites are bad with CDC’s #Zika activity book. https://t.co/EyBk9fOJtQ
325,Ruixen a tort i a dret i ho destrossen tot! 'Millions of bees dead after South Carolina sprays for Zika mosquitoes' https://t.co/IOor1OMIqD
326,Honored to support your work protecting people from #Zika and other public health threats  https://t.co/fgqsG0Oys2
327,Protect yourself from Zika! green beret spray fights against bugs of all kinds  #AllNatural #OrganicSeptember https://t.co/NinpeZynZ7
328,Confirmed:  Zika South Beach.  Mosquitoes trapped test positive for virus...
329,Retweeted https://t.co/5rGzsNDY1U (@TIME):  Florida finds Zika virus trapped in state's mosquitoes for first time... https://t.co/dltGLdmUkX
330,"Used against Zika mosquitoes, the pesticide Naled has killed millions of bees in S Carolina. https://t.co/HxaEAWMiKz"
331,Let the panic begin: Zika found in mosquitoes in Miami Beach - CNN https://t.co/gCpa3IDuPq
332,‘My bee yard looks like it’s been nuked’: Anti-Zika spraying slays millions of SC’s honeybees https://t.co/O5zmG69YjC
333,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/FCJ8MoCoJG"
334,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/l8fuawDco1"
335,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/Uo1P1Mhls6"
336,Protect yourself from #ZikaVirus &amp; #WestNileVirus Use BUG GUARD https://t.co/JRcMWkVaX3 Miami Beach mosquitoes test https://t.co/5pAYryWw15
337,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/DMVMYvcbwk"
338,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/2YFQdfgiHm"
339,"'Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees' by ALAN BLINDER via NYT The New York Times https://t.co/MJ33h7xPAs #news"
340,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees: Officials in Dorchester ... https://t.co/x8mlzLAtxz https://t.co/VW1KPOQPWe"
341,"Check this out:'Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees' https://t.co/ootAdsct8d"
342,"'Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees' by ALAN BLINDER via NYT The New York Times https://t.co/RwpzzZsXrD"
343,"'Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees' by ALAN BLINDER via NYT The New York Times https://t.co/tGapsQT5yE"
344,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/4UDtFjS7gE #news #feedly"
345,"'Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees' by ALAN BLINDER via NYT The New York Times https://t.co/3uIOKQqWj0"
346,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/52wotRAXYd"
347,"'Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees' by ALAN BLINDER via NYT https://t.co/xXUxnP6crz https://t.co/Tq7Zuy8RHu"
348,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees: Officials in Dorchester County, S.C., neglected ... https://t.co/Y3bk6md0A4"
349,"Naled is dangerous to more than mosquitoes &amp; bees, and not very effective. #Zika https://t.co/GmG1OnZnyB https://t.co/PCmrbKu6G7"
350,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/N3Vo12xq9T https://t.co/HdUIZgZ0zF"
351,"'Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees' by ALAN BLINDER via NYT The New York Times https://t.co/dO7jpM5m2m"
352,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees: Officials in Dorchester County, S.C., neglected ... https://t.co/pdxUTu7eHW"
353,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/Li3LKGawAE"
354,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees: Officials in Dorchester County, S.C., neglected ... https://t.co/SIH5ydtR3Z"
355,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees - https://t.co/xGjXlo5zFG"
356,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees: Officials in Dorchester County, S.C., neglected ... https://t.co/F3q2OF3skE"
357,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/uLUXZJRQCc"
358,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees: Officials in Dorchester County, S.C., neglected ... https://t.co/RbX11SlU3d"
359,"'Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees' by ALAN BLINDER via NYT https://t.co/apXIOuFeSv"
360,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees - MY LIFE IS OVER SAVE THE MF BEES I CANT EVEN BEELIEVE  https://t.co/9OFDSZ6Jx4"
361,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees Officials in Dorches  https://t.co/2lJcSGpDRO"
362,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/Qc31VtOowO"
363,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/5Td35hYk0l"
364,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/s6HBK4yZdd"
365,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees - https://t.co/BtUKNloW0e"
366,See how a #bathouse can deal with #mosquitoes and the #Zikavirus. https://t.co/o2THTHDWqq
367,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/hbtsQygUZd"
368,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/TE9UU6DGkl"
369,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/9L8lmv4cv9"
370,"Naled May Be DDT and Zika May Be Polio All Over Again ~ 'Interestingly, the more DDT was sprayed on U.S. cities… https://t.co/XjSIi6kFHB"
371,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/utW5WVNGWn"
372,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/WHfYlqi0h6"
373,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/qrn3ynjcVh"
374,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees - https://t.co/As9qtPXCZv https://t.co/IRqBE7jiq9"
375,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/tNxxhhyE9f"
376,"Stop it! Zika first, then GMO mosquitos, then neurotoxin fogging &amp; now the last one is killing the bees too. https://t.co/5BGijE5trT"
377,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/2Dlmtgu5Uk"
378,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees  https://t.co/UhYzoip08f"
379,‘It looks like it’s been nuked'- MILLIONS of BEES DEAD after S.C. sprays for Zika mosquitoes - The Washington Post https://t.co/5g9NlQNyVP
380,"Aimed at Zika Mosquitoes, Spray Kills Millions of Honeybees https://t.co/W1WgON3b87"
