,tweets_VBD
1460,Learn how to protect yourself from this new #zika #virus. https://t.co/eIDjJVSDA7 https://t.co/nOTgoHFoE3 https://t.co/1ovPpW1nJO
1461,Zika the latest front in fight against mosquito-borne disease - ABC Online #zika https://t.co/ohZjN9zxzj
1462,Zika the latest front in global war against mosquito-borne disease - ABC Online #zika https://t.co/dLnqiFualB
1463,Zika the latest front in fight against mosquito-borne disease https://t.co/wlesqdVN8F https://t.co/R14BMqX0NY
1464,Protect Yourself from the Zika Virus https://t.co/DPo1ImYiZV https://t.co/Js5M22wNLG
1465,Take steps to stay mosquito- and Zika-free  https://t.co/zS5IEjsNb6
1466,"Protect Yourself!: Zika Virus Prevention, Symptoms and Treatment Guide by Chris A. Baird https://t.co/DyJIqWgHcz"
1467,"Let a mosquito try me with this Zika bs, gonna catch these hands so quick it’ll think Lightning struck that ass down"
1468,Protect Yourself from the Zika Virus - https://t.co/d2fqb0TvuW
1469,Check out my latest article on mosquitos and the much talked about Zika Virus! https://t.co/z4LvjIyt0M
1470,Prevent the spread of #Zika – keep using insect repellent when you get back to campus. #SB2k16 https://t.co/vsoJyR34GH
1471,Protect yourself naturally from the sun and pests such as mosquitos carrying zika virus.  #sunscreen #babyproducts https://t.co/O32TlazmNW
1472,Check out my listing on @eBay: https://t.co/3UG9tAkOtA via @eBay  #zikavirus  #horse #dog  #insectspray  #pethealth
1473,Zika the latest front in global war against mosquito-borne disease https://t.co/sUSuoBRiD0 https://t.co/zIv7xQfBXW
1474,Do you need to bring mosquito repellent on vacation? @PatForanCTVNews on the Zika virus: https://t.co/n3CtcFzua4 https://t.co/EOXY7Kf4ax
1475,"Do you catch Zika virus having sex? No, just if you make love with the mosquito. lol"
1476,"Keep the fight alive, #ZikaVirus is real. Destroy &amp; prevent mosquito breeding sites by punching holes into containers before disposal."
1477,Protect yourself from #ZikaVirus #WNV Stop Mosquito Bites @AdelphiU_CHI @AdelphiUtweets @TracyTrypucRN  https://t.co/qLzEdUS1Pg
1478,"Protect your family against the Zika virus: Here at Texas Rainmakers, we have the solution to those pesky garden  https://t.co/Wnto7PpWPv"
1479,"Protect yourself from the newest mosquito carried threat, the Zika Virus: Tip #1 to fight the Zika virus: https://t.co/j3UQYcwVnA"
1480,Take precautions until 2018 bc of the vaccines &amp; #zika virus carried by mosquitoes causing abnormalities in infants. https://t.co/JXsF8VxCSH
1481,Take action! Protect your family by fumigating for #mosquitos. Preventative measures are most crucial. #zikavirus https://t.co/pbXwS8d7pL
1482,Let me explain as much as I can as to why #ZikaVirus is being discussed now @WHO as mosquito bite effecting pregnant females baby birthdefec
1483,Let the world know about this.... Be careful with mosquitoes.... #ZikaVirus .... https://t.co/BBSobEie8L
1484,Welcome To Dr Hype's Blog: Another Deadly Mosquito-Borne Disease Zika Virus Hits Europe: https://t.co/2mIE0Tny1b
1485,Get the facts: #Zika educational materials for sharing. Tips to prevent #mosquitobites https://t.co/vbTXADMV6q https://t.co/xjeGsbPqlq
1486,"See, that's why I don't like watching the news! #DepressingNow we have a NEW mosquito virus, called 'Zika'?! The fuck?!News..... Bye!"
1487,"Woke up to the best news, got a protecting door against mosquitoes at home Zika eat your heart out lol"
1488,Get your @Sunsect15 and protect yourself from #ZikaVirus  https://t.co/d5tOeQvfZ5
1489,Find out about the Aedes aegypti mosquito in our Image of the Week #ZikaVirus https://t.co/dvImXdWmt8 https://t.co/ODMIik4Ld5
1490,Learn about this new virus: 'Zika 101' https://t.co/sG4HCJgWyI #zika #awareness #mosquitos
1491,Protect yourself while traveling and at home from the #ZikaVirus   https://t.co/6Lns1mof1K
1492,@labour @LibDems Brazil's Rousseff calls for war on Zika-carrying mosquito: BRASILIA (Reut... https://t.co/OwJLGcJ39e @Conservatives @bnp
1493,Attack the mosquito https://t.co/xGlEz3ekFv #ZikaVirus
1494,Protect yourself with H-Control! #Zika #virus #immunesystem #HControl #OrganicHealthLabs https://t.co/rHIlOrbVMu
1495,"Check out my latest blog post about the mosquito-borne, Zika virus. https://t.co/8dzfDYjJBq"
1496,Protect yourself from mosquitoes. These are our two favorite products: https://t.co/UyxBAist1x  https://t.co/0fIC3che65  #travelhealth #zika
1497,Protect yourself from #ZikaVirus and other #mosquito illnesses with #Nixalite! https://t.co/D7gpTfNjZg #PestControl https://t.co/Z2dvXAkZbz
1498,See how #Brazil is using genetically-modified mosquitoes to fight the spread of #Zika virus: https://t.co/SF4Vy1ddN5
1499,"See the Impact of Zika in Brazil :  About nine months after Brazil recorded its first case of Zika, the mosquito-b… https://t.co/jdQjFVMzt2."
1500,"See the Impact of Zika in Brazil: About nine months after Brazil recorded its first case of Zika, the mosquito... https://t.co/cFui11O4ZA"
1501,@AaronKleinShow @BreitbartNews Mystery Surrounds West Coast Arrival of Zika-spreading Mosquito https://t.co/wqlOauVjkO
1502,"See the Impact of Zika in Brazil: About nine months after Brazil recorded its first case of Zika, the mosquito... https://t.co/FDpUjFvhTY"
1503,"See the Impact of Zika in Brazil: About nine months after Brazil recorded its first case of Zika, the mosquito... https://t.co/ytXHjUjQ6W"
1504,@TODAYshow @DrNatalieTV  Could Isotec's test releases of GM mosquitoes in the last ten years have caused/contributed to the rise of Zika?
1505,"See the Impact of Zika in Brazil: About nine months after Brazil recorded its first case of Zika, the mosquito... https://t.co/DiigBUIEqp"
1506,@DrJudyStone @MackayIM @Mozziebites @scopedbylarry GM mosquitoes somehow might lead to increased incidence of Zika? Not sure I believe that.
1507,Do you know about the #ZikaVirus? Learn more about the virus that is 'spreading explosively' #HealthNews #Mosquitoes https://t.co/89msmXv0PH
1508,Kill them all: Aedes aegypti pop. control w GM self destructing mosquitoes in Brazil ... https://t.co/yYDyWBNGnz #zika
1509,Say what you want but americans know the zika mosquito virus either comes from obamas illegals are the reapeguees he keeps smuggling in
1510,Do ALL mosquitos carry Zika? 50 per cent of Brits believe they DO carry deadly viruses https://t.co/ioLwRATRbY https://t.co/v9iNbqD28x
1511,Do ALL mosquitos carry Zika? THESE are the things YOU didn't know about the deadly virus https://t.co/ioLwRATRbY https://t.co/6ixFXvNZ9W
1512,Prevent the spread of #Zika by preventing mosquito bites. Get @MilitaryHealth resources to protect yourself: https://t.co/nE7PnfRFxz
1513,Do ALL mosquitos carry Zika? Here are the facts YOU didn't know about the deadly virus: FEARS around the Zika... https://t.co/kSu02He29L
1514,Do ALL mosquitos carry Zika? Half of adults believe ALL mosquitos can carry killer disease: FEARS around the ... https://t.co/SoNAOWRFKE
1515,Remember this pre-Zika mosquito fear-wave? https://t.co/1JGXdQKZnc
1516,Do ALL mosquitos carry Zika? Half of adults believe ALL mosquitos can carry killer disease: FEARS around the ... https://t.co/KThFss1064
1517,Protect yourself from the Zika virus with three easy steps from the Virginia Department of Health.... https://t.co/X9KvkUwrwq
1518,Do ALL mosquitos carry Zika? Half of adults believe ALL mosquitos can carry killer ...   https://t.co/cr8vxza7n6 https://t.co/ZCL5pn0GoW
1519,Check out the latest episode of The County Conversation for mosquito prevention &amp; #Zika info https://t.co/e7PWwavR9j https://t.co/L18RxCQgXV
1520,Get that extreme mosquito repellent. That Zika is wild  https://t.co/T3xqYAsVi7
1521,Do ALL mosquitos carry Zika? 50 per cent of Brits believe they DO carry deadly viruses https://t.co/1XGk6ncB31 #travel #Brazil
1522,Reduce your risk of becoming infected with mosquito-borne viruses such as West Nile and Zika. https://t.co/0Xl5q6i34Z
1523,Do ALL mosquitos carry Zika? Half of adults believe ALL mosquitos can carry killer disease https://t.co/UkkecRrtB1 https://t.co/wpnzrwIpTL
1524,"Take precautions to protect yourself from mosquitos, because of the spread of Zika virus.  https://t.co/F6vXLKzvlr https://t.co/7ToDGUPwZD"
1525,Use the right repellents to prevent mosquito bites! #Mosquitoes #Zika https://t.co/OLVj1b4h9p
1526,Do ALL mosquitos carry Zika? Half of adults believe ALL mosquitos can carry killer disease - https://t.co/tZGBDW5GqJ https://t.co/MFLtnuSAW5
1527,"Get to know the 'small, black &amp; white' #mosquitoes everyone is talking about: #AEDES https://t.co/ELziuDjUPd https://t.co/AjtokFxM9g"
1528,Read this as you consider your choice of #repellent. Some doctors here have raised same concerns. #zika #Jamaica https://t.co/tvzFsR3GgI
1529,Walk into rite aid and there is a sign that says protect yourself from the Zika virus and there are condoms around the sign 😭😭
1530,Read how @CDCFound is building private sector partnerships to help CDC protect more people from #Zika. @WhiteHouse https://t.co/rWDm9s5uu1
1531,Do ALL mosquitos carry Zika? Half of adults believe ALL mosquitos can carry killer disease https://t.co/EzDSqWLPBI. https://t.co/2EioicNlEr
1532,"Protect your health, read the label. #Zika #ZikaVirus https://t.co/382pRscCYM"
1533,"Save a Buck On a Bottle of Your Favorite Bug Spray: Zika’s officially here, and Repel 100 was ... https://t.co/bqWSxgaW4S #bargain #deal"
1534,Use a product with DEET for the best protection!!  https://t.co/lplP3RJlZw
1535,@DarrylSpeir @CellyChambre a zika mosquito wainting for you. :)
1536,Check out the Latest from The Mosquito Defense Store New Zika Case In Florida - https://t.co/Uq442hOQyl
1537,Keep in mind ALL #essentialoils can build up as toxic in ur #Liver #doterra #youngliving #bugs #bugspray #zika https://t.co/55eRK95tgM
1538,Get 8 hour protection with our PROTECT™ Organic Mosquito Repellent &amp; Moisturiser. Link in bio! #getprotected #zika  https://t.co/j1QKVZvncf
1539,Prize to first news outlet that posts a story about Zika without a close-up of mosquitoes
1540,Think about the real likelihood that bad ass deadly mosquitos in Miami...  Could be contained.. By clumsy men with sprays. ZiKA the Myth....
1541,"Protect your family from mosquitos by using an EPA-registered repellent, too! https://t.co/dJJ8U3Lbbf #fightthebite  https://t.co/scivllkGDZ"
1542,Let's keep working together to protect our families against #zika @cityofdoral #doral… https://t.co/LHscyuU0zF
1543,Learn how to protect yourself and others from the Zika Virus. Visit https://t.co/m9RKSAZeaM for more info. #cdc https://t.co/Rrln1GWaJf
1544,Do you know what a Zika-carrying mosquito looks like? Infected skeeters may be in NJ this year. Check link for info. https://t.co/2V0OMiaqgs
1545,"Forget the fear being pushed on us. Zika isn't the problem, it's the fungicide that is being sprayed. Would you... https://t.co/HRwdZYpXEU"
1546,Do not say Zika is a natural disaster. This is exactly what happens when the very pressing issue you believe is a fantasy cause mosquitoes
1547,Take steps to help protect yourself and others from #Zika infection! https://t.co/L2nJTsnfQn #DrainAndCover https://t.co/AmVzUh7wi2
1548,Be sure to check @ConsumerReports insect repellent ratings when protecting yourself against #Zika https://t.co/vUWTHQ7aM2
1549,Reduce your risk of becoming infected with mosquito-borne viruses such as West Nile and Zika. https://t.co/pVFhmUflzm
1550,Woke up to realizing that a mosquito had a feast from my face last night. How does a skeeter bite your face?!! #Zika
1551,Take precautions when traveling to areas with known mosquito transmissions of #Zika https://t.co/qnKEMYUjH8 https://t.co/LeWyDRcQ8k
1552,Check out this risk map for the Zika virus and don't forget to stock up on bug spray! https://t.co/QCV4jZ4dBL
1553,"do you believe Zika causes birth defects, or spraying? https://t.co/UqNNdjQCGO"
1554,Protect your brain! We don't yet know the long-term effects of #Zika #brainhealth https://t.co/wykZZSW7BT
1555,Promote the fight against #Zika with a DEET-FREE repellent that actually works! More info: https://t.co/XiqCk39eUC https://t.co/8WTwc9Y1JW
1556,Look out a Zika Mosquito! https://t.co/ommgRyOV3D
1557,Use this field guide to identify mosquitoes that carry the Zika virus https://t.co/KWVO28Hg1R
1558,Ask about our free estimates. #mosquitoes #Vaughan #markham #lawn #ontario411 #zika #NutriLawn #york https://t.co/EErd4aj5W3
1559,"Relay the facts about #Zika prevention; share &amp; tag a friend. Wear insect repellent &amp; long sleeves/pants, and use condoms. #ZikaFactRelay"
1560,Learn what you can do to protect yourself and others from #zika: https://t.co/XLA0CTgPPh https://t.co/HnXRoVtQxv
1561,"Relay the facts about #Zika prevention; share &amp; tag a friend. Wear insect repellent &amp; long sleeves/pants, and use condoms. #ZikaFactRelay"
1562,"Learn about Aedes mosquito known to carry dengue, chikungunya — and now Zika virus. https://t.co/xHKK94JJJF #CBCTNoT https://t.co/r8O9BiuQaz"
1563,check this out Zika virus prompts travel warning for pregnant Canadians: A mosquito-borne virus pos... https://t.co/lCWM9353eb #TRAVELBUG
1564,Take just 2 teaspoons of bio-mineral water and your entire body is protected.  #RepelZika #Zika #ZikaVirus https://t.co/npW1CFrD4d
1565,Let's talk #zika. Do you believe your government is doing enough to protect your family? #KHOU11 https://t.co/onYIQEPRww
1566,Paranoid about this one very sly #mosquito guy flying around in my room and biting me in my sleep. #Zika #bugproblems #hebitme #die
1567,Check out the Latest from The Mosquito Defense Store New Zika Case In Florida - https://t.co/Uq442hOQyl
1568,See: Spike in sales of mosquito repellent products amid Zika concerns https://t.co/gbwnuofOFy https://t.co/uXqcNDkGf3
1569,@abcDrBchat Just a thought. Could the mosquitos carrying the Zika virus be migrating in cargo ship bilges?
1570,Take steps minimize #mosquitoes around your house | #health #safety #Zika https://t.co/cRmc10e9Ru
1571,@OhMyGOFF Oh now he knows adults brains could be at risk - he has nothing to fear! Hope he gets bit in the ass by a big juicy Zika mosquito!
1572,"Remove standing water around a workplace, this is a common breeding ground for mosquitoes #zikachat #ZikaVirus #outdoorsafety #worksafety"
1573,Let’s act now to protect pregnant women from #Zika. Read how in my op-ed w... https://t.co/OyNlSUGMJt by @CDCgov via @c0nvey
1574,Got a bad #mosquito bite?  Have your #bff slap you!! #zika https://t.co/GhXvQe6zmg
1575,TRY OUT THIS OLD MALAY REMEDY WHICH REPELS ZIKA MOSQUITOES https://t.co/qYiZzGrMJj
1576,Teach your kids that mosquito bites are bad with CDC’s #Zika activity book. https://t.co/Z7LWyGA0qB https://t.co/D7CNQgyAmP
1577,Get away from me Zika mosquitoes!
1578,Watch this fun #Zika prevention rap by Mosquito Biologist Andy Lima: https://t.co/JUXK9QMUSc. @UFEntomology @FairfaxHealth
1579,Take off the foil. Zika is caused by mosquitos and we need congress to act  https://t.co/5KDldiC9a4
1580,Protect yourself from Zika. https://t.co/ypvFzUZHDN
1581,Learn how to protect yourself and your pregnancy from Zika: https://t.co/3pXMTLGkpb #MDZikaAwareness
1582,Protect yourself from mosquitos and...there is more! Health experts: 5 things to know about the #ZikaVirus https://t.co/synsYQzbGe
1583,Keep in mind ALL #essentialoils can build up as toxic in ur #Liver #doterra #youngliving #bugs #bugspray #zika https://t.co/R1hLouDoB4
1584,"Let breeze in but keep #mosquitoes out: install/replace screens on doors &amp; windows, &amp; use A/C. #PreventTheBite #Zika https://t.co/BuiDOsr4zE"
1585,Get the facts about Zika and how you can help protect yourself from the virus. https://t.co/KJstdAQLGH
1586,Teach your kids that mosquito bites are bad with CDC’s #Zika activity book. https://t.co/SNC5sp8td7
1587,@jimcramer only solution to zika is xon mosquitos.this will be huge. get in front of it. interview rj kirk
